Level,Part Number,Qty,Description,Revision,UM,Category,Source,VendorCode,ProductLine,Bin,PurchaseUM,MFG PartNo,MFG Name,Cost
1.4.4.3.5,        P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.4.3.6,        P-NYN-UQ-999-38000,4,"3/8""-16 Nylock Nut: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1170862,Fastenal,0.392
1.4.4.3.7,        P-WYQ-UQ-998-10000,8,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.4.4.3.8,        P-WYQ-UQ-999-38000,4,"3/8"" x 7/8"" OD Flat Washer: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1171017,Fastenal,4.13
1.4.4.4,      A-VAQ-TB-003-00780,1,LIBERATOR HATCH CROSS ASSY: RH,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.4.4.1,        A-WAQ-AB-003-00193,1,LIBERATOR HATCH CHANNEL ASSY: RH,A,EA,Nor,P,FAB010,3,P3E,EA,WD3193,Fab Tech,
1.4.4.4.1.1,          F-DAC-UQ-003-00031,1,LIBERATOR HATCH CHANNEL: RH,A,EA,PHT,F,FAB010,3,P3E,EA,AC3031,Fab Tech,
1.4.4.4.1.2,          F-DAF-UQ-003-00008,1,CROSS MEMBER END PLATE,,EA,Pht,F,FAB010,3,P3E,EA,AF3008,Fab Tech,
1.4.4.4.2,        F-DAF-AB-003-00019,1,LIBERATOR FRAME SPACER BLOCK,,EA,Nor,P,FAB010,3,P3E,EA,AF3019,Fab Tech,
1.4.4.4.3,        P-FSU-UQ-999-50600-P,1,"304 SS U-Bolt: 1/2""-13: 6"" Inside Length",,EA,Nor,P,MCM010,5,HWARE,EA,29535T17,McMaster-Carr,17.55
1.4.4.4.4,        P-NYN-UQ-999-50000,2,"1/2""-13 Nylock Nut: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1170864,Fastenal,0.9198
1.4.4.5,      A-VAQ-TB-003-00787,2,LIBERATOR SDR CARRIAGE ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.4.5.1,        F-DAF-AB-001-00053,4,LADDER SLIDER GUIDE,A,EA,Nor,P,FAB010,3,P3E,EA,AF1053,Fab Tech,
1.4.4.5.2,        F-DAF-AB-001-00057,2,LADDER SLIDER YOKE,,EA,Nor,P,FAB010,3,P3E,EA,AF1057,Fab Tech,
1.4.4.5.3,        F-DAF-AB-003-00003,1,LIBERATOR SLIDER TOP PLATE,A,EA,Nor,P,FAB010,3,P3E,EA,AF3003,Fab Tech,
1.4.4.5.4,        F-DPF-UQ-001-00010,2,SLIDER PLASTIC PADS,,EA,Nor,P,MID010,3,P3E,EA,,Mid-Atlantic Rubber,2.5
1.4.4.5.5,        P-FMT-QQ-998-06010-F,4,M6 Set Screw,,EA,Nor,P,FAS010,5,HWARE,EA,MX2550010A20000,Fastenal,0.2885
1.4.4.5.6,        P-FYB-UQ-998-04012-F,2,M4 x 12mm Button Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MB2530012A20000,Fastenal,0.094
1.4.4.5.7,        P-FYF-UQ-998-06025-F,4,M6 x 25 Flat Head Socket Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M42550025A20000,Fastenal,0.4596
1.4.4.5.8,        P-FYS-UQ-998-08040-P,4,M8 x 40 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MS2580040A20000,Fastenal,23.57
1.4.4.5.9,        P-FYS-UQ-998-08050-P,4,M8 x 50 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MS2580050A20000,Fastenal,1.36
1.4.4.5.10,        P-NYN-UQ-998-08000,4,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.4.4.5.11,        P-PYE-UQ-999-25400,2,"1/4"" x 4"" Quick-Release Pin",,EA,Nor,P,MCM010,5,HWARE,EA,98404A160,McMaster-Carr,2.37
1.4.4.5.12,        P-QSQ-KB-999-00001,2,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.4.4.5.13,        P-WYQ-UQ-998-08000,4,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.4.4.6,      A-WAQ-AB-003-00347,1,LIBERATOR FRONT CROSS WELDMENT,,EA,NOR,P,FAB010,3,P3E,EA,WD3347,Fab Tech,
1.4.4.6.1,        F-DAC-UQ-003-00057,1,LIBERATOR FRONT CROSS CHANNEL,,EA,PHT,F,FAB010,3,P3E,EA,AC3057,Fab Tech,
1.4.4.6.2,        F-DAF-UQ-003-00008,2,CROSS MEMBER END PLATE,,EA,Pht,F,FAB010,3,P3E,EA,AF3008,Fab Tech,
1.4.4.7,      F-DAB-AB-003-00012,2,2012 BC LIBERATOR SLIDER BEAM,,EA,Nor,F,FAB010,3,P3E,EA,AB3012,Fab Tech,
1.4.4.8,      F-DAS-AB-003-00053,2,BEARCAT DDL COVER PLATE,,EA,Nor,P,FAB010,3,P3E,EA,AS3053,Fab Tech,
1.4.4.9,      F-DAT-AB-003-00114,2,2012 BC LIBERATOR FRAME SIDE TUBE,,EA,Nor,P,FAB010,3,P3E,EA,AT3114,Fab Tech,
1.4.4.10,      F-DFP-PB-003-00068,10,SDR BEAM SUPPORT BRACKET,,EA,Nor,P,FAB010,3,P3E,EA,FP3068,Fab Tech,
1.4.4.11,      F-DSS-SQ-003-00028,4,BEARCAT ACCESS LADDER CLEVIS,A,EA,Nor,P,FAB010,3,P3E,EA,SS3028,Fab Tech,
1.4.4.12,      P-FYH-UQ-998-08020-F,2,M8 x 20 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82580020A20000,Fastenal,17.65
1.4.4.13,      P-FYH-UQ-998-10030-F,60,M10 x 30 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600030A20000,Fastenal,25.25
1.4.4.14,      P-FYH-UQ-998-10060-F,32,M10 x 60 Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82600060A20000,Fastenal,2.13
1.4.4.15,      P-NYN-UQ-998-08000,2,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.4.4.16,      P-NYN-UQ-998-10000,92,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.4.17,      P-PFS-ZZ-999-38225,2,"3/8"" x 2.25"" Square Snapper Pin: Zinc-Plated",,EA,Nor,P,MCM010,5,HWARE,EA,98416A018,McMaster-Carr,2.09
1.4.4.18,      P-WYQ-UQ-998-08000,4,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.4.4.19,      P-WYQ-UQ-998-10000,200,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.4.5,    A-VMQ-TB-003-01297,1,LIBERATOR RAMP W/ BP ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.5.1,      A-VAQ-TB-001-00732,4,ACCESSORY YOKE ASSEMBLY: STD,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.5.1.1,        F-DAP-BB-001-00004,1,ACCESSORY YOKE,A,EA,Nor,P,FAB010,3,P3E,EA,AP1004,Fab Tech,58
1.4.5.1.2,        P-FYB-UQ-998-04012-F,1,M4 x 12mm Button Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MB2530012A20000,Fastenal,0.094
1.4.5.1.3,        P-PYE-UQ-999-25350,1,"1/4"" x 3-1/2"" Quick-Release Pin",,EA,Nor,P,MCM010,5,HWARE,EA,98404A155,McMaster-Carr,2.42
1.4.5.1.4,        P-QSQ-KB-999-00001,1,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.4.5.2,      A-VMQ-TB-003-01298,1,LIB BALLISTIC PANEL FRAME ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.5.2.1,        A-CFQ-KB-001-00018,2,MARS BALLISTIC PANEL FRAME CABLE,D,EA,Nor,P,FAB010,3,P3E,EA,CA1018,Fab Tech,
1.4.5.2.1.1,          F-DSS-SQ-001-00015,2,BALLISTIC PANEL FRAME CABLE EYE,A,EA,Pht,F,FAB010,3,P3E,EA,SS1015,Fab Tech,
1.4.5.2.1.2,          F-OFW-KB-001-00476,1,MARS BALLISTIC PANEL CABLE,,EA,Pht,F,FAB010,3,P3E,EA,FW1476,Fab Tech,0.08
1.4.5.2.1.3,          P-QAQ-UQ-999-00003,2,"Aluminum Oval Compression Sleeve for 1/8"" Rope Diameter: 5/8"" Sleeve Length",,EA,Pht,F,FAB010,3,P3E,PG,3896T3,Fab Tech/McMaster-Carr,10.6
1.4.5.2.2,        A-WAQ-AB-003-00423,1,LIB BALLISTIC PANEL FRAME WELDMENT,,EA,Nor,P,FAB010,3,P3E,EA,WD3423,Fab Tech,
1.4.5.2.2.1,          F-DAA-UQ-003-00063,1,LIB BP FRAME BASE ANGLE,A,EA,Pht,F,FAB010,3,P3E,EA,AA3063,Fab Tech,
1.4.5.2.2.2,          F-DAA-UQ-003-00108,1,LIB BP FRAME FRONT ANGLE,,EA,Pht,F,FAB010,3,P3E,EA,AA3108,Fab Tech,
1.4.5.2.2.3,          F-DAA-UQ-003-00109,1,LIB BP FRAME SIDE ANGLE-LH,,EA,Pht,F,FAB010,3,P3E,EA,AA3109,Fab Tech,
1.4.5.2.2.4,          F-DAA-UQ-003-00110,1,LIB BP FRAME SIDE ANGLE-RH,,EA,Pht,F,FAB010,3,P3E,EA,AA3110,Fab Tech,
1.4.5.2.2.5,          F-DAC-UQ-003-00016,2,LIB BP FRAME SIDE CHANNEL,A,EA,Pht,F,FAB010,3,P3E,EA,AC3016,Fab Tech,
1.4.5.2.2.6,          F-DAF-UQ-001-00176,2,COUNTERBALANCE CAM SPACER,,EA,PHT,F,FAB010,3,P3E,EA,AF1176,Fab Tech,
1.4.5.2.2.7,          F-DAF-UQ-003-00036,1,LIB BP FRAME BOLT STRIP,,EA,Pht,F,FAB010,3,P3E,EA,AF3036,Fab Tech,
1.4.5.2.2.8,          F-DAH-UQ-003-00005,1,LIB BP FRAME HINGE,,EA,Pht,F,FAB010,3,P3E,EA,AH3005,Fab Tech,
1.4.5.2.2.9,          F-SAC-UQ-003-00017,1,LIB BP FRAME BASE CHANNEL,A,EA,Pht,F,FAB010,3,P3E,EA,AC3017,Fab Tech,
1.4.5.2.2.10,          F-SAG-UQ-003-00069,3,LIB BP FRAME WIDE GRIP STRUT,,EA,Pht,F,FAB010,3,P3E,EA,GS3069,Fab Tech,
1.4.5.2.2.11,          F-SAG-UQ-003-00070,2,LIB BP FRAME NARROW GRIP STRUT,,EA,Pht,F,FAB010,3,P3E,EA,GS3070,Fab Tech,
1.4.5.2.3,        F-DAS-AB-003-00116,1,LIB BP FRAME EDGE GUARD,,EA,Nor,P,FAB010,3,P3E,EA,AS3116,Fab Tech,
1.4.5.2.4,        P-FFU-ZZ-999-38400-P,2,"Square U-Bolt: Zinc Steel: 4""W x 2.63""H",,EA,Nor,P,MCM010,5,HWARE,EA,3060T47,McMaster-Carr,2.75
1.4.5.2.5,        P-FYB-UQ-998-06016-F,5,M6 x 16mm Button Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MB2550016A20000,Fastenal,0.25
1.4.5.2.6,        P-FYH-UQ-998-08025-F,4,M8 x 25 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82580025A20000,Fastenal,18.28
1.4.5.2.7,        P-NFV-ZY-998-08001,2,M8 Rivet Nut: 3.8-7.9 Mat'l Thick,,EA,Nor,P,FAS010,5,HWARE,EA,125656,Fastenal,0.56
1.4.5.2.8,        P-NYN-UQ-998-08000,4,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.4.5.2.9,        P-NYN-UQ-999-38000,4,"3/8""-16 Nylock Nut: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,PG,1170862,Fastenal,0.392
1.4.5.2.10,        P-WYF-UQ-998-06000,5,M6 x 19mm OD Fender Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,WC6360000A20000,Fastenal,0.088
1.4.5.2.11,        P-WYL-UQ-998-06000,5,M6 Split Lock Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,ML6360000A20000,Fastenal,0.078
1.4.5.2.12,        P-WYQ-UQ-998-08000,8,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.4.5.3,      A-WAQ-AB-003-00422,1,LIBERATOR W/ BP MAIN RAMP WELDMENT,,EA,Nor,P,FAB010,3,P3E,EA,WD3422,Fab Tech,
1.4.5.3.1,        F-DAA-UQ-003-00001,1,LIBERATOR RAMP FRONT ANGLE,A,EA,PHT,F,FAB010,3,P3E,EA,AA3001,Fab Tech,
1.4.5.3.2,        F-DAA-UQ-003-00041,1,LEG SUPPORT ANGLE,A,EA,PHT,F,FAB010,3,P3E,EA,AA3041,Fab Tech,
1.4.5.3.3,        F-DAA-UQ-003-00064,1,LIB RAMP W/ BP REAR ANGLE,A,EA,Pht,F,FAB010,3,P3E,EA,AA3064,Fab Tech,
1.4.5.3.4,        F-DAT-UQ-003-00128,1,LIBERATOR RAMP SIDE TUBE-LH,,EA,Pht,F,FAB010,3,P3E,EA,AT3128,Fab Tech,
1.4.5.3.5,        F-DAT-UQ-003-00129,1,LIBERATOR RAMP SIDE TUBE-RH,,EA,Pht,F,FAB010,3,P3E,EA,AT3129,Fab Tech,
1.4.5.3.6,        F-SAA-UQ-003-00040,4,GRIP STRUT SUPPORT ANGLE,,EA,PHT,F,FAB010,3,P3E,EA,AA3040,Fab Tech,
1.4.5.3.7,        F-SAG-UQ-003-00068,8,LIBERATOR RAMP GRIP STRUT,,EA,Pht,F,FAB010,3,P3E,EA,GS3068,Fab Tech,
1.4.5.4,      A-WSQ-SQ-003-00143,8,LIBERATOR HR BRACKET ASSY,C,EA,Nor,P,FAB010,3,P3E,EA,WD3143,Fab Tech,
1.4.5.4.1,        F-DSS-UQ-003-00015,1,HAND RAIL BRACKET BOLT PLATE,,EA,Pht,F,FAB010,3,P3E,EA,SS3015,Fab Tech,0.26
1.4.5.4.2,        F-DSS-UQ-003-00017,1,LIBERATOR HR BRKT SHEET,C,EA,Pht,F,FAB010,3,P3E,EA,SS3017,Fab Tech,
1.4.5.5,      F-DAA-AB-003-00032,4,YOKE MOUNT OUTER ANGLE,,EA,Nor,P,FAB010,3,P3E,EA,AA3032,Fab Tech,
1.4.5.6,      F-DAA-AB-003-00033,4,YOKE MOUNT INNER ANGLE,,EA,Nor,P,FAB010,3,P3E,EA,AA3033,Fab Tech,
1.4.5.7,      F-DAF-AB-003-00014,4,THIN HINGE SHIM,A,EA,Nor,P,FAB010,3,P3E,EA,AF3014,Fab Tech,
1.4.5.8,      F-DAF-AB-003-00035,4,RAMP BASE HINGE SPACER,,EA,Nor,P,FAB010,3,P3E,EA,AF3035,Fab Tech,
1.4.5.9,      F-DAP-AB-003-00031,4,LIB. MER FEMALE HINGE,B,EA,Nor,P,FAB010,3,P3E,EA,AP3031,Fab Tech,
1.4.5.10,      F-DAP-AB-003-00032,2,MER FEMALE HINGE SPACER,B,EA,Nor,P,FAB010,3,P3E,EA,AP3032,Fab Tech,
1.4.5.11,      F-DAP-AB-003-00033,2,LOWER FEMALE HINGE SPACER,,EA,Nor,P,FAB010,3,P3E,EA,AP3033,Fab Tech,
1.4.5.12,      F-DAP-AB-003-00034,2,MER FEMALE HINGE UPPER SPACER,,EA,Nor,P,FAB010,3,P3E,EA,AP3034,Fab Tech,
1.4.5.13,      F-DAP-AB-003-00041,4,RAMP BASE HINGE,A,EA,Nor,P,FAB010,3,P3E,EA,AP3041,Fab Tech,
1.4.5.14,      F-DFP-ZZ-003-00134,2,LIBERATOR BEARING TAP PLATE,,EA,Nor,P,FAB010,3,P3E,EA,FP3134,Fab Tech,
1.4.5.15,      F-DFS-PB-003-00103,2,BP ELASTIC CABLE TAB,,EA,Nor,P,FAB010,3,P3E,EA,SS3103,Fab Tech,
1.4.5.16,      F-DSS-SQ-003-00098,2,LIBERATOR FAST CABLE MOUNT,,EA,Nor,P,FAB010,3,P3E,EA,SS3098,Fab Tech,
1.4.5.17,      F-DST-SQ-003-00080,4,LIBERATOR RAMP HAND RAIL,,EA,Nor,P,FAB010,3,P3E,EA,ST3080,Fab Tech,
1.4.5.18,      P-BMM-ZZ-999-00009,2,"Mounted 4-Bolt Flange Bearing: for 3/4"" Shaft",,EA,Nor,P,USA020,5,HWARE,EA,SUCSF204-12,USA Bearings & Belts,40.98
1.4.5.19,      P-FAR-UQ-999-19025-N,2,"3/16"" Dia 0.126-.0250"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155932,Fastenal,44.75
1.4.5.20,      P-FAR-UQ-999-19038-N,8,"3/16"" Dia. 0.251-0.375"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155933,Fastenal,49.1
1.4.5.21,      P-FYB-UQ-998-08025-F,4,M8 x 25 Button Head Cap Screw: 18-8SS,,EA,Nor,P,FAS010,5,HWARE,EA,MB2580025A20000,Fastenal,0.56
1.4.5.22,      P-FYH-UQ-998-08070-P,4,M8 x 70mm Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82580070A20000,Fastenal,0.82
1.4.5.23,      P-FYH-UQ-998-10030-F,8,M10 x 30 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600030A20000,Fastenal,25.25
1.4.5.24,      P-FYH-UQ-998-12040-F,8,M12 X 40 Hex Head; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82650040A20000,Fastenal,25.7
1.4.5.25,      P-FYH-UQ-998-12070-P,4,M12 x 70 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72650070A20000,Fastenal,2.5
1.4.5.26,      P-FYH-UQ-998-12075-F,6,M12 x 75 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82650075A20000,Fastenal,3.21
1.4.5.27,      P-FYH-UQ-998-12080-F,18,M12 x 80 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M82650080A20000,Fastenal,4.06
1.4.5.28,      P-NYN-UQ-998-08000,8,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.4.5.29,      P-NYN-UQ-998-12000,36,M12 x 1.75 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,1L2650000A20000,Fastenal,1.58
1.4.5.30,      P-PFC-ZZ-999-75200,2,"3/4"" x 2.00"" Clevis Pin: Zinc Steel",,EA,Nor,P,FAS010,5,HWARE,EA,97245A472,Fastenal,10.59
1.4.5.31,      P-PFD-ZZ-999-50150,12,"1/2"" x 1.50"" Positive Lock Pin",,EA,Nor,P,PIV010,5,HWARE,EA,PL8-1500,Pivot Point,16.78
1.4.5.32,      P-PYK-UQ-999-13125,2,"1/8"" x 1-1/4"" Cotter Pin; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,74211,Fastenal,0.1612
1.4.5.33,      P-PYO-UQ-999-38225,8,"3/8"" X 2-1/4"" Roll Pin; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,171554,Fastenal,3.41
1.4.5.34,      P-PYS-UQ-999-38225,8,"3/8"" x 2-1/4"" Snapper Pin; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,11104148,Fastenal,4.69
1.4.5.35,      P-QRQ-QR-999-00001,1,Adhesive-Backed Rubber Strip,,EA,Nor,P,MCM010,5,HWARE,EA,1466N24,McMaster-Carr,9.18
1.4.5.36,      P-QSQ-KB-999-00001,8,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.4.5.37,      P-QSQ-KB-999-00002,2,"8"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P1,Pivot Point,2.81
1.4.5.38,      P-WYF-UQ-998-08000,8,M8 X 24mm OD Fender Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,WC6380000A20000,Fastenal,0.29
1.4.5.39,      P-WYL-UQ-998-10000,8,M10 Split Lock Washer; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,ML6400000A20000,Fastenal,8.12
1.4.5.40,      P-WYQ-UQ-998-08000,8,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.4.5.41,      P-WYQ-UQ-998-10000,8,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.4.5.42,      P-WYQ-UQ-998-12000,72,M12 x 24mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6420000A20000,Fastenal,6.6
1.4.6,    A-VMQ-TB-003-01300,1,LIBERATOR FRONT FRAME ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.6.1,      A-CFQ-TQ-002-01092,2,LIBERATOR FRONT LEG CABLE ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,CA31092,Patriot3,
1.4.6.1.1,        F-OFW-KB-003-01038,1,LIBERATOR FRONT LEG CABLE,,EA,Pht,F,FAB010,3,P3E,EA,OF31038,Fab Tech,
1.4.6.1.2,        P-QAQ-UQ-999-00004,2,"Aluminum Oval Compression Sleeve for 1/4"" Cable",,EA,Pht,F,MCM010,5,HWARE,PG,3633T6,McMaster-Carr,6.71
1.4.6.1.3,        P-QAQ-UQ-999-00006,2,"Aluminum Compression Stop Sleeve for 1/4"" Cable",,EA,Pht,F,FAB010,5,HWARE,PG,3914T6,McMaster-Carr,6.12
1.4.6.1.4,        P-QFQ-GQ-999-00003,1,"3/8""-16 Hook/Eye Turnbuckle",,EA,Nor,P,MCM010,5,HWARE,EA,2998T53,Fab Tech/McMaster-Carr,17.96
1.4.6.1.5,        P-QFQ-GQ-999-00005,2,"Galvanized Steel Thimbles for 1/4"" Cable",,EA,PHT,P,FAB010,5,HWARE,EA,3494T13,McMaster-Carr,0.7
1.4.6.1.6,        P-QFQ-ZZ-999-00007,2,"Oval Threaded Connector: 5/16"" Dia.",,EA,Nor,P,MCM010,5,HWARE,EA,3711T24,McMaster-Carr,6.79
1.4.6.2,      A-WAQ-AB-003-00350,1,LIB SCISOR CRADLE WELDMENT,,EA,NOR,P,FAB010,3,P3E,EA,WD3350,Fab Tech,
1.4.6.2.1,        F-DAA-UQ-003-00096,1,LIB SCISSOR CRADLE ANGLE,,EA,PHT,F,FAB010,3,P3E,EA,AA3096,Fab Tech,
1.4.6.2.2,        F-DAP-UQ-003-00074,2,SCISSOR CRADLE TEE PLATE,,EA,Pht,F,FAB010,3,P3E,EA,AP3074,Fab Tech,2.71
1.4.6.2.3,        F-DAP-UQ-003-00075,2,SCISSOR CRADLE MOUNT PLATE,,EA,Pht,F,FAB010,3,P3E,EA,AP3075,Fab Tech,
1.4.6.3,      A-WAQ-AB-003-00351,1,SCISSOR SUPPORT CHANNEL,A,EA,Nor,P,FAB010,3,P3E,EA,WD3351,Fab Tech,
1.4.6.3.1,        F-DAC-UQ-003-00059,1,SCISSOR SUPPORT CHANNEL,,EA,PHT,F,FAB010,3,P3E,EA,AC3059,Fab Tech,
1.4.6.3.2,        F-DAF-UQ-001-00014,3,LOWER SCISSOR MALE LUG,A,EA,Pht,F,FAB010,3,P3E,EA,AF1014,Fab Tech,9.15
1.4.6.3.3,        F-DAP-UQ-003-00076,2,SCISSOR CHANNEL END PLATE,A,EA,Pht,F,FAB010,3,P3E,EA,AP3076,Fab Tech,
1.4.6.4,      A-WAQ-AB-003-00363,2,LIBERATOR SCISSOR SIDE FRAME,,EA,Nor,P,FAB010,3,P3E,EA,WD3363,Fab Tech,
1.4.6.4.1,        F-DAC-UQ-003-00062,1,SCISSOR SIDE FRAME CHANNEL,,EA,Pht,F,FAB010,3,P3E,EA,AC3062,Fab Tech,
1.4.6.4.2,        F-DAP-UQ-003-00073,1,SCISSOR SIDE CHANNEL END PLATE,,EA,PHT,F,FAB010,3,P3E,EA,AC3552,Fab Tech,
1.4.6.5,      A-WAQ-AB-003-00420,1,FRONT LEG WELDMENT-LH,,EA,Nor,P,FAB010,3,P3E,EA,WD3420,Fab Tech,
1.4.6.5.1,        F-DAC-UQ-003-00072,1,FRONT LEG CHANNEL-LH,,EA,Pht,F,FAB010,3,P3E,EA,AC3072,Fab Tech,
1.4.6.5.2,        F-DAP-UQ-003-00086,1,FRONT LEG BASE PLATE,,EA,Pht,F,FAB010,3,P3E,EA,AP3086,Fab Tech,
1.4.6.6,      A-WAQ-AB-003-00421,1,FRONT LEG WELDMENT-RH,,EA,Nor,P,FAB010,3,P3E,EA,WD3421,Fab Tech,
1.4.6.6.1,        F-DAC-UQ-003-00073,1,FRONT LEG CHANNEL-RH,,EA,Pht,F,FAB010,3,P3E,EA,AC3073,Fab Tech,
1.4.6.7,      F-DAF-UQ-003-00032,1,HYDRAULIC CBAL SPACER,,EA,Nor,P,FAB010,3,P3E,EA,AF3032,Fab Tech,
1.4.6.8,      F-DAP-AB-003-00092,1,LEG GUSSET-LH,,EA,Nor,P,FAB010,3,P3E,EA,AP3092,Fab Tech,
1.4.6.9,      F-DAP-AB-003-00093,1,LEG GUSSET-RH,,EA,Nor,P,FAB010,3,P3E,EA,AP3093,Fab Tech,
1.4.6.10,      F-DSS-SQ-001-00003,4,CABLE LINK,,EA,Nor,P,FAB010,3,P3E,EA,SS1003,Fab Tech,
1.4.6.11,      P-BBS-UQ-999-00004,3,"SAE 841 Unmounted Plain Bronze Sleeve Bearing For 3/4"" Shaft Dia: 1"" OD: 1"" Lg",,EA,Nor,P,MCM010,5,HWARE,EA,6391K265,McMaster-Carr,2.71
1.4.6.12,      P-FYH-UQ-998-10030-F,4,M10 x 30 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600030A20000,Fastenal,25.25
1.4.6.13,      P-FYH-UQ-998-12030-F,32,M12 X 30 Hex Head; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82650030A20000,Fastenal,14.6
